ean,nombre,precio,descuento,imagen_link
1000000001464,,NoneNone,,
1000000001525,,NoneNone,,
1000000001532,,NoneNone,,
1000000128208,,NoneNone,,
1000000134896,,NoneNone,,
1000000817362,,NoneNone,,
1000002433508,,NoneNone,,
1001001009503,,NoneNone,,
1002010035743,,NoneNone,,
1221224501150,,NoneNone,,
1548689531365,,NoneNone,,
1770999006961,,NoneNone,,
1780495081225,,NoneNone,,
1850012345045,,NoneNone,,
1850012345052,,NoneNone,,
1850012345069,,NoneNone,,
1850012345076,,NoneNone,,
1850012345113,,NoneNone,,
1850012345137,,NoneNone,,
1850012345205,,NoneNone,,
1850012345212,,NoneNone,,
1850012345229,,NoneNone,,
1850012345236,,NoneNone,,
1850012345243,,NoneNone,,
1850012345267,,NoneNone,,
1850012345274,,NoneNone,,
1850012345281,,NoneNone,,
1850012345298,,NoneNone,,
1850012345304,,NoneNone,,
1850012345328,,NoneNone,,
1850012345342,,NoneNone,,
1850012345380,,NoneNone,,
1850012345472,,NoneNone,,
1850012345489,,NoneNone,,
1850012345533,,NoneNone,,
1850012345557,,NoneNone,,
1850012345588,,NoneNone,,
1850012345601,,NoneNone,,
1850012345649,,NoneNone,,
1850012345656,,NoneNone,,
1850012345700,,NoneNone,,
1850012345731,,NoneNone,,
1850012345779,,NoneNone,,
1850012345786,,NoneNone,,
2000000000152,,NoneNone,,
2000000001142,,NoneNone,,
2000000009636,,NoneNone,,
2000000014081,,NoneNone,,
2000000014203,,NoneNone,,
2000046000017,,NoneNone,,
2019010042020,,NoneNone,,
2019010192020,,NoneNone,,
2019010232020,,NoneNone,,
2019019050737,,NoneNone,,
2019019051642,,NoneNone,,
2019019051734,,NoneNone,,
2019019080352,,NoneNone,,
2019019080604,,NoneNone,,
2019019081014,,NoneNone,,
2020019051426,,NoneNone,,
2053012815856,,NoneNone,,
2354576787659,,NoneNone,,
2409825000017,,NoneNone,,
2418173002758,,NoneNone,,
2451407000014,,NoneNone,,
2700000011018,,NoneNone,,
2700000012018,,NoneNone,,
2700000013018,,NoneNone,,
2900065000015,,NoneNone,,
2949002000015,,NoneNone,,
2969511006407,,NoneNone,,
2987144000005,,NoneNone,,
2993036000008,,NoneNone,,
3077311801128,,NoneNone,,
3077312001121,,NoneNone,,
3077312101128,,NoneNone,,
3077316901120,,NoneNone,,
3077317532125,,NoneNone,,
3077318003327,,NoneNone,,
3077318473328,,NoneNone,,
3077318603329,,NoneNone,,
3142762150368,,NoneNone,,
3263285151103,,NoneNone,,
3263286324230,,NoneNone,,
3263286347260,,NoneNone,,
3263286518288,,NoneNone,,
3374650263717,,NoneNone,,
3453665768797,,NoneNone,,
4005800254994,,NoneNone,,
4005808288892,,NoneNone,,
4005808319558,,NoneNone,,
4005900701992,,NoneNone,,
4008100141612,,NoneNone,,
4014400902495,,NoneNone,,
4036730784886,,NoneNone,,
4036730786149,,NoneNone,,
4042809179408,,NoneNone,,
4042809379082,,NoneNone,,
4054500121037,,NoneNone,,
4067700023674,,NoneNone,,
4402097065568,,NoneNone,,
4702711015774,,NoneNone,,
4891138948922,,NoneNone,,
4895009750805,,NoneNone,,
4897006793830,,NoneNone,,
4897006796008,,NoneNone,,
4984343390379,,NoneNone,,
5000196004030,,NoneNone,,
5000267023625,,NoneNone,,
5010327926490,,NoneNone,,
5011987022829,,NoneNone,,
5011987033207,,NoneNone,,
5410316945592,,NoneNone,,
5410316951807,,NoneNone,,
5411916120914,,NoneNone,,
5412632506976,,NoneNone,,
5413202391015,,NoneNone,,
5601009983964,,NoneNone,,
5601312032878,,NoneNone,,
5609288141761,,NoneNone,,
5609288200659,,NoneNone,,
5609288200666,,NoneNone,,
5609288200673,,NoneNone,,
5609288202011,,NoneNone,,
5609288225171,,NoneNone,,
5900685006067,,NoneNone,,
5901234123457,,NoneNone,,
5902719418501,,NoneNone,,
6030263083568,,NoneNone,,
6111245251257,,NoneNone,,
6244739300061,,NoneNone,,
6379132632798,,NoneNone,,
6379135944034,,NoneNone,,
6379137746698,,NoneNone,,
6500240004285,,NoneNone,,
6589396998114,,NoneNone,,
6602724917394,,NoneNone,,
6718600135223,,NoneNone,,
6718754653181,,NoneNone,,
6900509506000,,NoneNone,,
6901028790284,,NoneNone,,
6901681122729,,NoneNone,,
6901915036037,,NoneNone,,
6901934709042,,NoneNone,,
6901934779311,,NoneNone,,
6920354822186,,NoneNone,,
6921491803236,,NoneNone,,
6925325320791,,NoneNone,,
6925325320821,,NoneNone,,
6925325320838,,NoneNone,,
6925325320906,,NoneNone,,
6925325320951,,NoneNone,,
6925925901482,,NoneNone,,
6927154654849,,NoneNone,,
6927236605028,,NoneNone,,
6928140311128,,NoneNone,,
6928622890578,,NoneNone,,
6930548976243,,NoneNone,,
6934647202623,,NoneNone,,
6936012401068,,NoneNone,,
6936012411500,,NoneNone,,
6940107906833,,NoneNone,,
6940108906832,,NoneNone,,
6943750900821,,NoneNone,,
6945201806232,,NoneNone,,
6946876572590,,NoneNone,,
6946898300249,,NoneNone,,
6946898300256,,NoneNone,,
6949067517776,,NoneNone,,
6950769301204,,NoneNone,,
6950769302133,,NoneNone,,
6952070900084,,NoneNone,,
6952789632566,,NoneNone,,
6953001159601,,NoneNone,,
6957588515126,,NoneNone,,
6957588515249,,NoneNone,,
6957588534578,,NoneNone,,
6958526398528,,NoneNone,,
6959097200098,,NoneNone,,
6970271824152,,NoneNone,,
6970894140028,,NoneNone,,
6970894140042,,NoneNone,,
6971109095089,,NoneNone,,
6971109095102,,NoneNone,,
6971109095140,,NoneNone,,
6984789527047,,NoneNone,,
7002386030017,,NoneNone,,
7009980000409,,NoneNone,,
7009980000430,,NoneNone,,
7009980000515,,NoneNone,,
7058546061101,,NoneNone,,
7058546065031,,NoneNone,,
7072736068916,,NoneNone,,
7095188000485,,NoneNone,,
7095188013300,,NoneNone,,
7102039612001,,NoneNone,,
7107301168002,,NoneNone,,
7174526700027,,NoneNone,,
7202626202608,,NoneNone,,
7362111920343,,NoneNone,,
7410031392938,,NoneNone,,
7410031393669,,NoneNone,,
7444302787376,,NoneNone,,
7453010014056,,NoneNone,,
7453010094669,,NoneNone,,
7453012802538,,NoneNone,,
7453024449509,,NoneNone,,
7453048715222,,NoneNone,,
7460000080144,,NoneNone,,
7460536564668,,NoneNone,,
7468707781347,,NoneNone,,
7492037502849,,NoneNone,,
7493022600649,,NoneNone,,
7500435001922,,NoneNone,,
7500435022811,,NoneNone,,
7500435110235,,NoneNone,,
7500435110242,,NoneNone,,
7500435111485,DETERGENTE EN POLVO ACE NATURALS MANZANILLA 2kg ,8990None,,https://olimpica.vtexassets.com/arquivos/ids/486591-800-auto?width=800&height=auto&aspect=true
7500435130509,,NoneNone,,
7500435135511,,NoneNone,,
7500435143509,,NoneNone,,
7500435147743,,NoneNone,,
7500435147750,,NoneNone,,
7500435149556,,NoneNone,,
7501001109332,,NoneNone,,
7501001109363,,NoneNone,,
7501001244217,,NoneNone,,
7501005001107,,NoneNone,,
7501005001114,,NoneNone,,
7501005005266,,NoneNone,,
7501006711387,,NoneNone,,
7501006719932,,NoneNone,,
7501006740196,,NoneNone,,
7501007454177,,NoneNone,,
7501008000519,,NoneNone,,
7501008094273,CEREAL KELLOGG'S EXTRA CHOCOLATE ALMENDRA 370 g ,14800,,https://olimpica.vtexassets.com/arquivos/ids/565690-800-auto?width=800&height=auto&aspect=true
7501030676997,,NoneNone,,
7501030683469,,NoneNone,,
7501030683476,,NoneNone,,
7501030683483,,NoneNone,,
7501032913779,,NoneNone,,
7501032918408,,NoneNone,,
7501032925376,,NoneNone,,
7501032930646,,NoneNone,,
7501051100914,,NoneNone,,
7501052473529,SALSA CLEMENTE JACQUES TAQUERA 370 g ,8450None,,https://olimpica.vtexassets.com/arquivos/ids/477828-800-auto?width=800&height=auto&aspect=true
7501052476100,NACHOS CHILE JALAPEÑO CLEMENTE JACQUES 220 g ,2700None,,https://olimpica.vtexassets.com/arquivos/ids/495564-800-auto?width=800&height=auto&aspect=true
7501056325619,,NoneNone,,
7501056333768,,NoneNone,,
7501056336387,,NoneNone,,
7501058624048,,NoneNone,,
7501058646996,,NoneNone,,
7501071907548,TOALLA DESINF CLOROX EXPE CANI FRESC X30 ,12000,,https://olimpica.vtexassets.com/arquivos/ids/486976-800-auto?width=800&height=auto&aspect=true
7501125168420,,NoneNone,,
7501125176487,,NoneNone,,
7501233709447,,NoneNone,,
7503014168023,,NoneNone,,
7503486012947,,NoneNone,,
7506195126301,,NoneNone,,
7506195159484,,NoneNone,,
7506306232525,,NoneNone,,
7506306232587,,NoneNone,,
7506306233614,,NoneNone,,
7506309889795,,NoneNone,,
7506339327618,,NoneNone,,
7506339394504,,NoneNone,,
7507214469571,,NoneNone,,
7509546076171,,NoneNone,,
7509546666341,,NoneNone,,
7509546670379,,NoneNone,,
7509552827033,,NoneNone,,
7509552830149,POLVO COMPACTO VOGUE ILUMINADOR DUO BRONCE 14G ,11000,,https://olimpica.vtexassets.com/arquivos/ids/480078-800-auto?width=800&height=auto&aspect=true
7509552831818,,NoneNone,,
7509552832143,,NoneNone,,
7509552832198,,NoneNone,,
7509552832648,,NoneNone,,
7509552833393,,NoneNone,,
7509552839111,DELINEADOR VOGUE TRAZOS OJOS NEGRO 1.9ML ,7600None,,https://olimpica.vtexassets.com/arquivos/ids/477882-800-auto?width=800&height=auto&aspect=true
7509552839784,ESMALTE VOGUE EFECTO GEL TENTACION 14ML ,7400None,,https://olimpica.vtexassets.com/arquivos/ids/480167-800-auto?width=800&height=auto&aspect=true
7509552839968,,NoneNone,,
7509552839975,POLVO COMPACTO VOGUE MATE VAINILLA 14G ,6400None,,https://olimpica.vtexassets.com/arquivos/ids/480187-800-auto?width=800&height=auto&aspect=true
7509552840001,POLVO COMPACTO VOGUE MATE GLAMOUR 14G ,6400None,,https://olimpica.vtexassets.com/arquivos/ids/480191-800-auto?width=800&height=auto&aspect=true
7509552840018,POLVO COMPACTO VOGUE MATE NATURAL 14G ,6400None,,https://olimpica.vtexassets.com/arquivos/ids/480194-800-auto?width=800&height=auto&aspect=true
7509552840025,POLVO COMPACTO VOGUE MATE CAPUCCINO 14G ,6400None,,https://olimpica.vtexassets.com/arquivos/ids/480197-800-auto?width=800&height=auto&aspect=true
7509552840247,DELINEADOR LIQUIDO VOGUE CEJAS RESIST CARAMEL 4ML ,13500,,https://olimpica.vtexassets.com/arquivos/ids/480204-800-auto?width=800&height=auto&aspect=true
7509552840254,DELINEADOR VOGUE TRAZOS OJOS CAFE 1.9ML ,7600None,,https://olimpica.vtexassets.com/arquivos/ids/477883-800-auto?width=800&height=auto&aspect=true
7509552840261,PESTAÑINA VOGUE AMOR A PRIMERA VISTA A PRUEBA DE AGUA 9G ,18100,,https://olimpica.vtexassets.com/arquivos/ids/480211-800-auto?width=800&height=auto&aspect=true
7509552840308,CORRECTOR VOGUE RESIST VAINILLA 5ML ,11200,,https://olimpica.vtexassets.com/arquivos/ids/477886-800-auto?width=800&height=auto&aspect=true
7509552840315,CORRECTOR VOGUE RESIST CANELA 5ML ,11200,,https://olimpica.vtexassets.com/arquivos/ids/477887-800-auto?width=800&height=auto&aspect=true
7509552840599,,NoneNone,,
7509552840605,LABIAL VOGUE RESIST PODEROSA 3ML ,17000,,https://olimpica.vtexassets.com/arquivos/ids/480245-800-auto?width=800&height=auto&aspect=true
7509552840636,LABIAL VOGUE RESIST ATREVIDA 3ML ,17000,,https://olimpica.vtexassets.com/arquivos/ids/480249-800-auto?width=800&height=auto&aspect=true
7509552840643,LABIAL VOGUE RESIST MISTICA 3ML ,17000,,https://olimpica.vtexassets.com/arquivos/ids/477888-800-auto?width=800&height=auto&aspect=true
7509552840667,LABIAL VOGUE RESIST ENCANTADORA 3 ML ,17000,,https://olimpica.vtexassets.com/arquivos/ids/480261-800-auto?width=800&height=auto&aspect=true
7509552842081,BASE LIQUIDA VOGUE MATE NATURAL NATURAL X 30 ML ,10400,,https://olimpica.vtexassets.com/arquivos/ids/487324-800-auto?width=800&height=auto&aspect=true
7509552842098,BASE LIQUIDA VOGUE MATE NATURAL TRIGO X 30 ML ,10400,,https://olimpica.vtexassets.com/arquivos/ids/496847-800-auto?width=800&height=auto&aspect=true
7509552842135,BASE LIQUIDA VOGUE MATE NATURAL BRONCE X 30 ML ,10400,,https://olimpica.vtexassets.com/arquivos/ids/487327-800-auto?width=800&height=auto&aspect=true
7509552843392,ESMALTE VOGUE FANTASTIC ETERNO 319 10ML ,3700None,,https://olimpica.vtexassets.com/arquivos/ids/480396-800-auto?width=800&height=auto&aspect=true
7509552843507,,NoneNone,,
7509552844009,DELINEADOR LIQUIDO VOGUE CEJAS RESIST CAOBA 4ML ,13500,,https://olimpica.vtexassets.com/arquivos/ids/477892-800-auto?width=800&height=auto&aspect=true
7509552887617,ESMALTE VOGUE EFECTO GEL GLAMOUR ,6600None,,https://olimpica.vtexassets.com/arquivos/ids/487363-800-auto?width=800&height=auto&aspect=true
7509552887761,ESMALTE VOGUE EFECTO GEL ESTILO ,7400None,,https://olimpica.vtexassets.com/arquivos/ids/480617-800-auto?width=800&height=auto&aspect=true
7530097230001,,NoneNone,,
7530097230004,,NoneNone,,
7530097246454,,NoneNone,,
7568663362116,,NoneNone,,
7568663362123,,NoneNone,,
7568663362154,,NoneNone,,
7590520927460,,NoneNone,,
7591005001701,,NoneNone,,
7591005005174,,NoneNone,,
7591005006393,,NoneNone,,
7591005332119,,NoneNone,,
7591005980297,,NoneNone,,
7591005980990,,NoneNone,,
7591005992979,,NoneNone,,
7591005995802,,NoneNone,,
7591146001189,,NoneNone,,
7591165000033,,NoneNone,,
7591165000057,,NoneNone,,
7591165880109,,NoneNone,,
7591684005076,,NoneNone,,
7610113001288,,NoneNone,,
7610700626726,,NoneNone,,
7613030983125,,NoneNone,,
7613032792510,,NoneNone,,
7613032814229,,NoneNone,,
7613033732270,,NoneNone,,
7613038640334,,NoneNone,,
7613331650177,,NoneNone,,
7622210091963,,NoneNone,,
7622210441898,,NoneNone,,
7622210454676,CHICLES TRIDENT TOTAL MENTA 16.3 g ,2470None,,https://olimpica.vtexassets.com/arquivos/ids/487428-800-auto?width=800&height=auto&aspect=true
7622210653536,,NoneNone,,
7622210937032,,NoneNone,,
7622300769185,,NoneNone,,
7622300799076,,NoneNone,,
7622300835576,,NoneNone,,
7622300870850,,NoneNone,,
7700000234629,,NoneNone,,
7700000690784,,NoneNone,,
7700000690791,,NoneNone,,
7700000690807,,NoneNone,,
7700000690821,,NoneNone,,
7700000690852,,NoneNone,,
7700000724748,,NoneNone,,
7700000769053,,NoneNone,,
7700000769194,,NoneNone,,
7700006486510,,NoneNone,,
7700006486527,,NoneNone,,
7700006486534,,NoneNone,,
7700010000092,,NoneNone,,
7700010000191,,NoneNone,,
7700010000245,,NoneNone,,
7700010000252,,NoneNone,,
7700010000559,,NoneNone,,
7700010000887,,NoneNone,,
7700016000560,,NoneNone,,
7700016000911,,NoneNone,,
7700019000802,,NoneNone,,
7700027040548,,NoneNone,,
7700034000016,,NoneNone,,
7700048157201,,NoneNone,,
7700048157508,,NoneNone,,
7700068000709,,NoneNone,,
7700068001072,,NoneNone,,
7700076700028,,NoneNone,,
7700098000014,,NoneNone,,
7700098000120,,NoneNone,,
7700098000526,,NoneNone,,
7700098000564,,NoneNone,,
7700098001097,,NoneNone,,
7700098002032,,NoneNone,,
7700098002223,,NoneNone,,
7700098002322,,NoneNone,,
7700098003022,,NoneNone,,
7700098384909,,NoneNone,,
7700102002300,,NoneNone,,
7700102002317,,NoneNone,,
7700102002348,,NoneNone,,
7700102002355,,NoneNone,,
7700138093075,,NoneNone,,
7700138174880,,NoneNone,,
7700138904050,,NoneNone,,
7700163000000,,NoneNone,,
7700163112222,,NoneNone,,
7700163113014,,NoneNone,,
7700167282242,,NoneNone,,
7700167282648,,NoneNone,,
7700167282686,,NoneNone,,
7700167642084,,NoneNone,,
7700209000322,,NoneNone,,
7700216623828,,NoneNone,,
7700230000049,,NoneNone,,
7700230000056,,NoneNone,,
7700230000094,,NoneNone,,
7700230000117,,NoneNone,,
7700230000119,,NoneNone,,
7700230000121,,NoneNone,,
7700230000124,,NoneNone,,
